wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q107504625,Terrence Deyalsingh,Terrence Deyalsingh,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861207,Minister of Health,2015-09-09,Q107504625-D6D787C3-050A-45BA-A597-43BC45EC0370
Q107504628,Symon de Nobriga,Symon de Nobriga,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861214,Minister in the Office of the Prime Minister (Communications Division),2015-09-09,Q107504628-8B227E64-C15E-4FF1-A8E3-C451E3AC6D1D
Q107504646,Stuart Young,Stuart Young,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861215,Minister of Energy and Energy Industries,2015-09-09,Q107504646-E61487E3-6131-4947-8914-2C18265B7C52
Q107504646,Stuart Young,Stuart Young,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861214,Minister in the Office of the Prime Minister,2015-09-09,Q107504646-F888009C-5092-4F14-995F-E42CCFC9DFD1
Q107504654,Stephen Mc Clashie,Stephen Mc Clashie,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861217,Minister of Labour,2015-09-09,Q107504654-C90A4851-B7F7-4F76-9923-DE6C663C739E
Q107504665,Shamfa Cudjoe,Shamfa Cudjoe,female,1982-01-01,9,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861219,Minister of Sport and Community Development,2015-09-09,Q107504665-B6F22629-3235-4591-9982-803DE01D1FA3
Q107504727,Nyan Gadsby-Dolly,Nyan Gadsby-Dolly,female,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861240,Minister of Education,2015-09-09,Q107504727-A1C3BC17-7DEC-4BD3-9E80-ECA04C81AEBD
Q107504750,Marvin Gonzales,Marvin Gonzales,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861242,Minister of Public Utilities,2015-09-09,Q107504750-F1B71695-D209-4E4A-B9E8-DA9173C0CEDD
Q107504770,Lisa Morris-Julian,Lisa Morris-Julian,female,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861245,Minister in the Ministry of Education,2015-09-09,Q107504770-DFA6B9CE-ECCB-4B3C-8707-80B25256573D
Q107504794,Foster Cummings,Foster Cummings,,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861253,Minister of Youth Development and National Service,2015-09-09,Q107504794-FF55301F-E96F-41CA-8643-42295FC7462A
Q107504795,Fitzgerald Hinds,Fitzgerald Hinds,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861256,Minister of National Security,2015-09-09,Q107504795-7D70730C-3D8E-4453-8023-92786757F241
Q107504941,Brian Manning,Brian Manning,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861278,Minister in the Ministry of Finance,2015-09-09,Q107504941-DDA61212-56B4-4E56-8FF6-1C8289D7FE28
Q107504944,Ayanna Webster-Roy,Ayanna Webster-Roy,female,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861214,Minister in the Office of the Prime Minister (Gender and Child Affairs),2015-09-09,Q107504944-154AC3AC-D487-4C69-8235-FEB82B3D0A27
Q107504948,Adrian Leonce,Adrian Leonce,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861289,Minister in the Ministry of Housing and Urban Development,2015-09-09,Q107504948-5F70306A-D029-45C0-A0C4-551B737EF1CF
Q107861200,Amery Browne,Amery Browne,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q19901428,Minister of Foreign and CARICOM Affairs,2015-09-09,Q107861200-F02360C5-1EBC-4DAE-A1B8-149424ACC1D5
Q107861221,Rohan Sinanan,Rohan Sinanan,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861222,Minister of Works and Transport,2015-09-09,Q107861221-849181EA-BE4B-4BCB-8FDA-27FEE08A4884
Q107861223,Renuka Sagramsingh-Sooklal,Renuka Sagramsingh-Sooklal,female,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861224,Minister in the Office of the Attorney General and Minister of Legal Affairs,2015-09-09,Q107861223-378DFC2F-76E2-4F56-BEF9-E4ED92DC6FEA
Q107861234,Randall Mitchell,Randall Mitchell,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861235,"Minister of Tourism, Culture and the Arts Trinidad & Tobago",2015-09-09,Q107861234-F253494B-FA0A-4953-8305-4E1D26867E87
Q107861248,Kazim Hosein,Kazim Hosein,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861249,Minister of Rural Development and Local Government,2015-09-09,Q107861248-E143FF96-8F2A-428F-ADF8-2BB163597EF2
Q107861251,Hassel Bacchus,Hassel Bacchus,,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861252,Minister in the Ministry of Public Administration and Digital Transformation,2015-09-09,Q107861251-C3E091FF-6491-4900-B98F-471AF431AA73
Q107861268,Donna Cox,Donna Cox,female,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861269,Minister of Social Development and Family Services,2015-09-09,Q107861268-9E2614B9-2F7C-4AE6-A66A-8C58337234D1
Q107861273,Clarence Rambharat,Clarence Rambharat,male,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861274,"Minister of Agriculture, Land and Fisheries",2015-09-09,Q107861273-DB9FF96A-0163-461F-91FE-005415332145
Q107861281,Avinash Singh,Avinash Singh,,,,https://www.opm.gov.tt/ministers-of-government/,2021-08-04,Q107861282,"Minister in the Ministry of Agriculture, Land and Fisheries",2015-09-09,Q107861281-D50CB485-7991-4F76-8B50-043C32DF5EDF
